学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
园艺林学学院,园艺,第8学期,110300008002,美育实践11-7团委AestheticPractice,7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009944,PracticeofLandscape114园林,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008059,园林树木学实习115园林PracticeofLandscapeDendrology,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008060,花卉学实践116园林PracticeofFloriculture,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008061,PracticeofCultivationof115园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008062,实践（苗圃）116园林PracticeofCultivationof,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008063,园林综合实习（一）（植物方向）226园林LGComprehensivePractice(I),6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008064,园林综合实习（二）（设计方向）226园林LGComprehensivePractice(II),6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009907,毕业实习248园林GraduationPractice,8,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009908,毕业论文（设计）6128园林GraduationDissertation（Design）,8,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第1学期,314300001006,思想道德与法治,3,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,3143009104,形势与政策（一）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,310300001019,微积分C,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,9787308798,公共课已匹配
园艺林学学院,园林,第1学期,310300001009,无机及分析化学C,3,必修,无机及分析化学（第五版）,南京大学《无机及分析化学》编写组,第5版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,310300001011,无机及分析化学实验C,1,必修,无机及分析化学（第五版）,南京大学《无机及分析化学》编写组,第5版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,317300001008,人工智能应用基础,2,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
园艺林学学院,园林,第1学期,317300001009,人工智能应用基础实验,1,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
园艺林学学院,园林,第1学期,9093009905,军事技能,2,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,202300008001,大学生心理素质拓展,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,3113009824,写作与沟通,1,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第1学期,202300006005,大学生心理发展与指导,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,1,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园林,1,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园林,第2学期,3143009003,中国近现代史纲要,3,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第2学期,310300001025,线性代数B,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
园艺林学学院,园林,第2学期,310300001023,概率论,2,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
园艺林学学院,园林,第2学期,310300001002,有机化学B,3,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第2学期,310300001005,有机化学实验B,1,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第2学期,3043009101,植物学,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第2学期,304300009022,植物学实验,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第2学期,305300009026,园林设计初步,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第2学期,307300007045,工程基础,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第2学期,9093009904,军事理论,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第2学期,9093009774,大学生创新创业基础,1,必修,大学生创新创业基础,本校编,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园林,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园林,第3学期,314300001007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第3学期,315300007246,数字测量学C,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第3学期,315300009036,数字测量学实验,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第3学期,305300007124,园林艺术原理及设计,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第3学期,305300009021,园林建筑设计3设计方向专业核心课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第3学期,305300007129,园林植物生物技术3植物方向专业核心课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,3,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园林,3,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园林,第4学期,314300001008,毛泽东思想和中国特色3社会主义理论体系概论,3,必修,毛泽东思想和中国特色社会主义理论体系概论（2023年版）,本书编写组,2023年版,高等教育出版社,9787301299,公共课已匹配
园艺林学学院,园林,第4学期,314300001009,习近平新时代中国特色3社会主义思想概论,3,必修,习近平新时代中国特色社会主义思想概论（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第4学期,3053009162,园林生态学,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,3053009008,园林树木学,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,305300009027,园林树木学实验（一）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,9093009903,社会实践,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,3053009944,园林生态学实习,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,305300007153,园林植物育种学2植物方向专业核心课程,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,309300009045,园林植物育种学实验1植物方向专业核心课程,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,3013009104,植物生理学A3植物方向大类平台课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,301300009012,植物生理学实验1植物方向大类平台课程,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第4学期,305300009032,园林设计3设计方向专业核心课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园林,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园林,第5学期,305300008059,园林树木学实习,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300008061,园林树木栽培学A实践（一）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300007047,试验设计与统计分析B,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300007125,花卉学（一）,1.5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300009029,花卉学实验实习（一）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300009028,园林树木学实验（二）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300007127,植景设计,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300007128,园林树木栽培学A,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300009031,园林树木栽培学A实验实习,1.5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第5学期,305300007160,中外园林史3设计方向大类平台课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300008063,园林综合实习（一）（植物方向）,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300008064,园林综合实习（二）（设计方向）,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300008062,园林树木栽培学A实践（二）（苗圃）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300007126,花卉学（二）,1.5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300009030,花卉学实验实习（二）,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300008060,花卉学实践,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第6学期,305300007156,智慧园艺,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第7学期,305300007131,园林工程（一）3设计方向大类平台课程,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第7学期,305300007130,园林工程（二）2植物方向大类平台课程,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第8学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园林,第8学期,3053009907,毕业实习,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第8学期,3053009908,毕业论文（设计）,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园林,第8学期,314300001006,思想道德与法治3484261马院IdeologyMoralityandRuleofLaw,1,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
